startup_name,industry,business_model,current_stage,country,funding_target,team_size,founder_experience,problem_statement,target_customers,key_competitors,gtm_strategy
Zen,Software,SaaS,MVP,Unknown,436036484,194,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Clutch,Software,SaaS,MVP,US,743783554,114,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Pana,Software,SaaS,Seed,US,12733279,11,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Celest,Software,SaaS,Prototype,US,557972229,154,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
H1,Games_Video,B2C,Prototype,US,482301458,158,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Manifold Freight,Software,SaaS,Seed,US,10036520,13,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Juicebox,Software,SaaS,Series B,US,909229916,192,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Envyl,Software,SaaS,Prototype,US,767202904,75,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Mezli,Software,SaaS,Prototype,US,466587449,181,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Covela,Software,SaaS,Growth,MX,676019996,156,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Medigram,Software,SaaS,Prototype,US,427376322,73,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Semantics3,Software,SaaS,Idea,US,1374276,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Looklive,Advertising,Freemium,Prototype,US,432281308,87,Experienced,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Appcubator,Software,SaaS,Growth,US,652964302,141,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Versive,Games_Video,B2C,Seed,US,19501734,14,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Gridware,Software,SaaS,Seed,US,9078380,11,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Sixty,Software,SaaS,Series A,US,43064048,60,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
ISSEN,Education,Subscription,Idea,US,1894899,5,Intermediate,Students need engaging digital learning.,Students,"BYJU'S, Unacademy, PhysicsWallah",Campus Ambassador Program
Teleo,Advertising,Freemium,Idea,US,2691326,4,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Dover,Software,SaaS,Seed,US,11999244,12,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Preloop,Software,SaaS,Growth,Unknown,613361177,98,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Sonia,Software,SaaS,MVP,US,330981365,110,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Aklimate,Software,SaaS,Growth,GB,929396955,69,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Deskimo,Software,SaaS,Prototype,SG,224211156,70,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Appcanary,Software,SaaS,Series B,CA,471296786,121,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Airweave,Software,SaaS,Series A,US,152964589,27,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Humoniq,Software,SaaS,Growth,US,521832007,114,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Sourcepulse,Software,SaaS,Idea,FR,4913567,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
CrediBook,Software,SaaS,Series B,ID,294070908,74,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
DevFlight,Biotech,B2B,MVP,US,807979856,93,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Demo Gorilla,Software,SaaS,Prototype,US,986588596,188,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Broccoli AI,Software,SaaS,Prototype,US,767235683,90,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Bicycle AI,Games_Video,B2C,Series B,IN,511091747,120,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Planet A Foods,Advertising,Freemium,Series B,DE,285769447,150,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Heart Aerospace,Advertising,Freemium,Prototype,SE,508550360,142,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Interlock,Software,SaaS,Growth,US,827154523,115,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Liyfe,Advertising,Freemium,Growth,US,597134556,84,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
HealthSpark,Software,SaaS,Seed,US,13170530,13,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Lokal,Biotech,B2B,Growth,IN,979409579,153,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Lowkey,Software,SaaS,Seed,US,13666641,13,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Rejuvenation Technologies Inc.,Software,SaaS,Idea,US,4842401,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
